GeneName	MeanOverall	DispOverall	Disp1	Disp2	DispFC	DispLog2FC	ProbDiffDisp	ResultDiffDisp
SNX4	0.551	0.142	0.1	0.203	0.494	-1.017	0.779	NoDiff
SNX7	0.006	10.983	13.559	7.311	1.879	0.91	0.774	NoDiff
SOAT1	0.117	0.142	0.129	0.161	0.881	-0.183	0.668	NoDiff
SOCS5	0.036	0.784	0.726	0.865	0.828	-0.273	0.688	NoDiff
SORT1	0.067	1.353	1.72	0.831	2.089	1.063	0.663	ExcludedFromTesting
SOS1	0.116	0.434	0.346	0.561	0.57	-0.812	0.784	NoDiff
SOWAHC	0.048	1.98	2.38	1.408	1.87	0.903	0.704	ExcludedFromTesting
SOX11	0.007	17.357	27.52	2.865	9.954	3.315	0.925	ExcludedFromTesting
SP100	2.48	0.157	0.131	0.195	0.671	-0.577	0.487	NoDiff
SP110	0.86	0.386	0.354	0.433	0.806	-0.311	0.06	NoDiff
SP140	1.295	0.368	0.354	0.388	0.916	-0.127	0.01	NoDiff
SP140L	0.328	0.465	0.435	0.509	0.851	-0.232	0.211	NoDiff
SP3	0.269	0.267	0.303	0.215	1.479	0.564	0.558	NoDiff
SPAG16	0.256	0.098	0.06	0.151	0.392	-1.352	0.824	NoDiff
SPAST	0.069	0.406	0.406	0.407	1.109	0.149	0.568	NoDiff
SPATA17	0	11.663	8.13	16.7	1.072	0.1	0.864	ExcludedFromTesting
SPATA18	0.007	10.194	2.905	20.588	0.15	-2.74	0.925	NoDiff
SPATA21	0.002	25.759	21.29	32.132	0.726	-0.462	0.894	NoDiff
SPATA3-AS1	0.022	1.525	2.158	0.623	3.299	1.722	0.879	ExcludedFromTesting
SPATA45	0.004	7.299	8.259	5.93	1.869	0.902	0.819	NoDiff
SPATS2L	0.219	1.977	0.465	4.132	0.116	-3.105	1	ExcludedFromTesting
SPC25	0.039	1.677	0.824	2.894	0.283	-1.819	0.915	NoDiff
SPCS1	16.29	0.387	0.372	0.408	0.904	-0.146	0	ExcludedFromTesting
SPEG	0.003	16.966	12.734	23	0.684	-0.548	0.819	NoDiff
SPEN	0.348	0.387	0.475	0.262	1.791	0.841	0.764	NoDiff
SPICE1	0.041	0.481	0.349	0.668	0.546	-0.873	0.734	NoDiff
SPINK2	0.051	35.227	16.697	61.647	0.268	-1.9	1	GM18502+
SPOCD1	0.004	372.265	89.103	776.023	0.119	-3.07	0.98	GM18502+
SPON2	0.27	1.347	1.463	1.181	1.256	0.329	0.146	ExcludedFromTesting
SPOPL	0.079	0.293	0.303	0.278	1.159	0.213	0.698	NoDiff
SPR	0.031	2.634	1.786	3.842	0.478	-1.064	0.719	NoDiff
SPRED2	0.024	2.476	3.203	1.44	2.073	1.052	0.704	NoDiff
SPRTN	0.171	0.085	0.102	0.059	1.563	0.645	0.749	NoDiff
SPSB1	0.048	8.406	6.16	11.609	0.527	-0.924	0.678	NoDiff
SPTBN1	0.687	0.29	0.261	0.331	0.808	-0.307	0.221	NoDiff
SRBD1	0.108	0.361	0.25	0.519	0.528	-0.921	0.719	NoDiff
SRD5A3	0.218	0.335	0.373	0.281	1.331	0.412	0.452	NoDiff
SRGAP2	0.046	0.449	0.523	0.343	1.415	0.501	0.719	NoDiff
SRGAP2B	0.057	2.083	1.918	2.319	0.84	-0.251	0.477	NoDiff
SRGAP2C	0.053	0.718	0.687	0.76	0.845	-0.243	0.643	NoDiff
SRGAP3	0.028	3.192	2.636	3.986	0.608	-0.718	0.643	NoDiff
SRM	2.712	0.62	0.588	0.666	0.887	-0.173	0.005	NoDiff
SRP72	2.059	0.167	0.21	0.106	1.954	0.966	0.95	NoDiff
SRP9	3.456	0.093	0.092	0.095	0.973	-0.039	0	NoDiff
SRPRB	0.839	0.413	0.44	0.376	1.161	0.216	0.085	ExcludedFromTesting
SRRM1	1.908	0.094	0.082	0.111	0.733	-0.449	0.307	NoDiff
SRSF10	1.214	0.112	0.098	0.132	0.722	-0.47	0.367	NoDiff
SRSF11	2.016	0.1	0.089	0.116	0.759	-0.397	0.251	NoDiff
SRSF4	1.135	0.072	0.075	0.069	1.055	0.078	0.307	NoDiff
SRSF7	2.865	0.463	0.472	0.451	1.038	0.053	0	ExcludedFromTesting
SS18L2	2.459	0.083	0.082	0.086	0.958	-0.062	0.035	NoDiff
SSB	1.587	0.201	0.228	0.163	1.415	0.501	0.291	NoDiff
SSBP3	0.157	0.216	0.233	0.193	1.265	0.339	0.593	NoDiff
SSFA2	0.088	0.327	0.359	0.281	1.072	0.101	0.678	NoDiff
SSR2	11.025	0.279	0.304	0.242	1.254	0.327	0	ExcludedFromTesting
SSR3	11.425	0.532	0.516	0.555	0.935	-0.098	0	ExcludedFromTesting
SSU72	3.34	0.041	0.048	0.031	1.576	0.656	0.568	NoDiff
SSX2IP	0.049	0.585	0.73	0.379	1.933	0.951	0.739	NoDiff
ST3GAL3	0.046	0.335	0.366	0.291	1.171	0.228	0.734	NoDiff
ST3GAL5	0.055	2.271	3.37	0.705	5.049	2.336	0.975	GM12878+
ST3GAL6	0.053	2.846	3.655	1.694	2.098	1.069	0.749	NoDiff
ST3GAL6-AS1	0.009	2.092	1.648	2.724	0.682	-0.552	0.814	NoDiff
ST6GAL1	1.336	0.454	0.498	0.391	1.262	0.336	0.02	NoDiff
ST7L	0.079	0.435	0.466	0.392	1.196	0.259	0.603	NoDiff
STAG1	0.178	0.101	0.087	0.12	0.714	-0.485	0.759	NoDiff
STAM2	0.102	0.153	0.105	0.221	0.447	-1.163	0.764	NoDiff
STAMBP	0.519	0.202	0.286	0.082	3.773	1.916	0.99	GM12878+
STAP1	0.259	1.688	1.987	1.263	1.539	0.622	0.588	NoDiff
STARD7	0.932	0.092	0.095	0.088	1.132	0.179	0.307	NoDiff
STAT1	2.598	0.375	0.415	0.317	1.326	0.407	0.06	NoDiff
STAT4	0.016	3.583	3.564	3.611	0.981	-0.028	0.638	NoDiff
STEAP3	0.026	1.929	2.664	0.882	2.792	1.481	0.869	ExcludedFromTesting
STIL	0.016	2.413	2.091	2.872	0.74	-0.434	0.663	NoDiff
STIM2	0.214	0.652	0.369	1.055	0.359	-1.477	0.965	ExcludedFromTesting
STK11IP	0.063	0.319	0.436	0.152	2.981	1.576	0.854	NoDiff
STK16	0.789	0.092	0.103	0.076	1.306	0.385	0.472	NoDiff
STK17B	0.863	0.874	0.723	1.089	0.673	-0.572	0.462	NoDiff
STK25	0.514	0.059	0.05	0.073	0.682	-0.551	0.593	NoDiff
STK36	0.021	1.19	1.651	0.534	3.024	1.596	0.804	NoDiff
STK39	0.001	18.014	21.787	12.634	1.79	0.84	0.819	ExcludedFromTesting
STK40	0.33	0.15	0.149	0.152	0.924	-0.114	0.427	NoDiff
STMN1	1.601	1.696	1.914	1.385	1.378	0.462	0.075	NoDiff
STON1	0.01	2.441	3.216	1.335	2.226	1.154	0.774	NoDiff
STPG1	0.045	0.411	0.308	0.559	0.522	-0.939	0.759	NoDiff
STRADB	0.285	0.262	0.288	0.226	1.289	0.366	0.457	NoDiff
STRIP1	0.088	0.304	0.39	0.182	2.043	1.031	0.764	NoDiff
STRN	0.083	0.391	0.545	0.171	3.066	1.617	0.849	NoDiff
STT3B	0.903	0.29	0.314	0.255	1.243	0.314	0.131	ExcludedFromTesting
STX12	0.452	0.2	0.199	0.2	0.995	-0.007	0.261	NoDiff
STX18	0.371	0.136	0.164	0.096	1.618	0.695	0.638	NoDiff
STX18-AS1	0.016	1.555	1.552	1.56	0.973	-0.04	0.739	NoDiff
STX6	0.149	0.159	0.113	0.225	0.582	-0.781	0.668	NoDiff
STXBP3	0.145	0.115	0.099	0.136	0.756	-0.403	0.739	NoDiff
SUCLG1	1.563	0.05	0.059	0.036	1.634	0.708	0.593	NoDiff
SUCLG2	0.429	0.241	0.24	0.242	0.98	-0.029	0.327	NoDiff
SUCLG2-AS1	0.007	3.412	2.657	4.488	0.624	-0.68	0.744	NoDiff
SUCO	0.109	0.355	0.301	0.432	0.7	-0.515	0.678	NoDiff
SUMF1	0.113	0.209	0.204	0.217	1.091	0.125	0.749	NoDiff
SUMO1	4.443	0.016	0.02	0.012	1.612	0.689	0.583	NoDiff
SUPT7L	0.242	0.141	0.203	0.053	3.619	1.855	0.864	NoDiff
SV2A	0.008	8.358	8.951	7.512	1.258	0.332	0.749	ExcludedFromTesting
SVBP	0.7	0.11	0.092	0.136	0.687	-0.541	0.513	NoDiff
SWT1	0.03	1.321	1.054	1.703	0.547	-0.87	0.784	NoDiff
SYDE2	0.015	1.412	1.447	1.363	0.976	-0.035	0.744	NoDiff
SYF2	2.287	0.135	0.129	0.144	0.887	-0.173	0.01	NoDiff
SYN2	0.002	18.488	18.894	17.909	1.372	0.456	0.824	NoDiff
SYNC	0.132	0.26	0.38	0.089	4.123	2.044	0.879	NoDiff
SYPL2	0.001	69.62	61.322	81.451	0.736	-0.443	0.744	ExcludedFromTesting
SYT11	0.083	1.111	1.338	0.787	1.699	0.764	0.593	ExcludedFromTesting
SYTL1	0.664	1.998	1.918	2.111	0.908	-0.14	0	ExcludedFromTesting
SZRD1	1.384	0.142	0.165	0.109	1.51	0.594	0.508	NoDiff
SZT2	0.09	0.308	0.368	0.221	1.523	0.607	0.709	NoDiff
TACC3	0.134	0.668	0.798	0.484	1.606	0.684	0.588	NoDiff
TACR1	0.002	21.013	13.487	31.745	0.36	-1.474	0.789	NoDiff
TACSTD2	0.044	25.438	32.141	15.88	2.003	1.002	0.814	ExcludedFromTesting
TADA1	0.055	0.392	0.499	0.24	2.13	1.091	0.799	NoDiff
TADA2B	0.044	0.336	0.369	0.289	1.46	0.546	0.754	NoDiff
TADA3	1.401	0.169	0.144	0.205	0.716	-0.481	0.357	NoDiff
TAF12	1.121	0.111	0.146	0.06	2.382	1.252	0.905	NoDiff
TAF13	0.125	0.426	0.353	0.529	0.633	-0.661	0.648	NoDiff
TAF1A	0.037	0.536	0.63	0.402	1.438	0.524	0.779	NoDiff
TAF1A-AS1	0.067	0.385	0.347	0.438	0.905	-0.144	0.628	NoDiff
TAF1B	0.145	0.419	0.523	0.27	1.881	0.911	0.704	NoDiff
TAF5L	0.062	0.316	0.412	0.179	1.934	0.951	0.739	NoDiff
TAGLN2	2.887	0.473	0.601	0.291	2.072	1.051	1	GM12878+
TAGLN3	0.003	113.124	147.595	63.971	2.266	1.18	0.789	NoDiff
TAMM41	0.122	0.184	0.076	0.338	0.231	-2.114	0.92	NoDiff
TANC1	0.011	11.806	19.252	1.19	16.435	4.039	0.99	GM12878+
TANK	1.141	0.293	0.26	0.339	0.768	-0.381	0.085	NoDiff
TAPT1	0.041	0.455	0.439	0.479	0.776	-0.367	0.819	NoDiff
TAPT1-AS1	0.004	8.156	9.294	6.535	1.514	0.599	0.759	NoDiff
TARBP1	0.212	0.33	0.401	0.228	1.785	0.836	0.698	NoDiff
TARDBP	0.533	0.053	0.065	0.035	1.72	0.782	0.698	NoDiff
TARS2	0.191	0.104	0.083	0.134	0.622	-0.685	0.729	NoDiff
TAS1R1	0.003	54.843	21.638	102.188	0.214	-2.227	0.879	NoDiff
TAS1R3	0.003	39.41	46.097	29.874	1.219	0.286	0.839	NoDiff
TATDN2	0.063	0.398	0.405	0.388	1.043	0.061	0.704	NoDiff
TATDN3	0.311	0.127	0.082	0.19	0.453	-1.143	0.764	NoDiff
TBC1D1	0.542	0.255	0.293	0.202	1.427	0.513	0.432	NoDiff
TBC1D14	0.139	0.184	0.189	0.176	1.262	0.335	0.704	NoDiff
TBC1D19	0.024	1.043	1.299	0.678	2.011	1.008	0.804	NoDiff
TBC1D23	0.128	0.207	0.237	0.164	1.437	0.523	0.764	NoDiff
TBC1D5	0.207	0.282	0.33	0.214	1.53	0.613	0.568	NoDiff
TBC1D8	0.009	5.81	2.65	10.315	0.203	-2.3	0.899	ExcludedFromTesting
TBCCD1	0.047	0.419	0.544	0.241	2.031	1.022	0.774	NoDiff
TBCE	0.102	0.248	0.282	0.199	1.51	0.594	0.714	NoDiff
TBCK	0.08	0.226	0.222	0.233	0.977	-0.033	0.673	NoDiff
TBL1XR1	0.495	0.241	0.296	0.163	1.777	0.83	0.698	NoDiff
TBX15	0.006	35.193	45.181	20.952	1.865	0.899	0.709	NoDiff
TBX19	0.019	1.944	0.997	3.295	0.324	-1.628	0.849	NoDiff
TCAIM	0.178	0.091	0.096	0.084	1.159	0.213	0.638	NoDiff
TCEANC2	0.101	0.241	0.3	0.156	2.12	1.084	0.784	NoDiff
TCEB3	0.686	0.175	0.147	0.216	0.684	-0.548	0.513	NoDiff
TCEB3-AS1	0.121	0.204	0.219	0.183	1.112	0.153	0.678	NoDiff
TCF7L1	0.001	23.989	15.704	35.802	0.393	-1.347	0.824	ExcludedFromTesting
TCHH	0.003	157.653	246.581	30.852	6.8	2.765	0.92	NoDiff
TCTA	0.375	0.183	0.194	0.168	1.17	0.226	0.467	NoDiff
TCTEX1D2	0.344	0.431	0.522	0.301	1.734	0.794	0.698	NoDiff
TCTEX1D4	0.004	8.641	9.642	7.213	1.374	0.459	0.779	NoDiff
TDRKH	0.015	2.566	3.024	1.913	1.466	0.552	0.668	NoDiff
TEC	0.066	1.09	0.807	1.493	0.564	-0.826	0.683	NoDiff
TEKT4	0.005	71.839	27.372	135.245	0.193	-2.37	0.96	GM18502+
TERC	0.003	10.656	9.038	12.965	0.716	-0.483	0.769	NoDiff
TESK2	0.079	0.486	0.49	0.479	1.134	0.182	0.698	NoDiff
TET2	0.179	0.267	0.302	0.218	1.415	0.5	0.583	NoDiff
TET3	0.038	0.635	0.814	0.381	2.133	1.093	0.739	NoDiff
TEX261	0.249	0.186	0.268	0.07	3.638	1.863	0.899	NoDiff
TEX264	1.188	0.121	0.099	0.151	0.652	-0.618	0.543	NoDiff
TEX35	0.003	15.587	18.459	11.493	1.532	0.616	0.814	NoDiff
TF	0.002	24.051	24.079	24.01	1.348	0.431	0.844	NoDiff
TFAP2E	0.006	6.442	6.368	6.547	1.102	0.14	0.804	NoDiff
TFB2M	0.242	0.144	0.079	0.238	0.301	-1.732	0.879	NoDiff
TFCP2L1	0.007	304.59	332.139	265.308	1.258	0.331	0.854	NoDiff
TFDP2	0.531	0.425	0.454	0.383	1.18	0.239	0.09	NoDiff
TFG	1.158	0.239	0.186	0.315	0.587	-0.769	0.779	NoDiff
TFRC	0.534	0.967	1.118	0.751	1.499	0.584	0.492	NoDiff
TGFBR2	0.006	4.659	6.064	2.656	2.509	1.327	0.834	NoDiff
TGFBR3	0.028	2.656	3.214	1.86	1.674	0.743	0.668	ExcludedFromTesting
TGFBRAP1	0.101	0.593	0.856	0.217	4.013	2.005	0.94	NoDiff
TGOLN2	0.967	0.08	0.086	0.073	1.133	0.18	0.357	NoDiff
THADA	0.112	0.266	0.32	0.188	1.809	0.855	0.734	NoDiff
THAP3	0.241	0.114	0.151	0.06	2.519	1.333	0.789	NoDiff
THAP4	0.43	0.092	0.037	0.17	0.234	-2.096	0.97	GM18502+
THAP6	0.168	0.26	0.251	0.273	0.869	-0.202	0.548	NoDiff
THAP9	0.016	2.501	2.187	2.948	0.688	-0.539	0.719	NoDiff
THAP9-AS1	0.067	0.97	1.373	0.395	3.437	1.781	0.93	NoDiff
THBS3	0.015	1.504	1.821	1.052	1.537	0.62	0.829	NoDiff
THEM4	0.286	0.141	0.086	0.221	0.384	-1.382	0.809	NoDiff
THEMIS2	0.941	0.639	0.528	0.799	0.66	-0.598	0.543	NoDiff
THNSL2	0.003	13.136	8.584	19.627	0.282	-1.827	0.889	NoDiff
THOC7	2.287	0.052	0.065	0.033	2.035	1.025	0.804	NoDiff
THRAP3	2.745	0.108	0.124	0.085	1.438	0.524	0.367	NoDiff
THUMPD2	0.143	0.186	0.221	0.135	1.647	0.72	0.628	NoDiff
THUMPD3	0.331	0.218	0.214	0.225	0.974	-0.037	0.347	NoDiff
THUMPD3-AS1	1.489	0.218	0.201	0.243	0.828	-0.273	0.065	NoDiff
TIA1	0.278	0.08	0.072	0.091	0.864	-0.211	0.709	NoDiff
TIE1	0.006	25.711	35.084	12.345	2.905	1.539	0.814	NoDiff
TIFA	1.832	0.708	0.755	0.642	1.165	0.22	0.005	ExcludedFromTesting
TIGD1	0.031	0.783	1.025	0.436	2.364	1.241	0.824	NoDiff
TIGD2	0.033	0.98	0.805	1.229	0.611	-0.71	0.683	NoDiff
TIGIT	0.054	10.845	12.225	8.877	1.377	0.462	0.422	NoDiff
TIMM17A	1.566	0.258	0.276	0.233	1.177	0.235	0.04	NoDiff
TIMMDC1	0.777	0.071	0.053	0.096	0.595	-0.75	0.663	NoDiff
TIPARP	0.214	1.141	1.174	1.095	1.068	0.095	0.161	ExcludedFromTesting
TIPARP-AS1	0.013	2.522	2.687	2.286	1.135	0.183	0.698	NoDiff
TIPRL	0.949	0.102	0.085	0.126	0.684	-0.548	0.477	NoDiff
TKT	2.407	0.224	0.231	0.213	1.104	0.142	0.005	ExcludedFromTesting
TLK1	1.306	0.309	0.321	0.291	1.117	0.16	0.02	NoDiff
TLR1	0.155	1.277	1.184	1.409	0.813	-0.299	0.226	NoDiff
TLR10	0.604	0.57	0.648	0.457	1.426	0.512	0.412	NoDiff
TLR6	0.095	0.977	0.934	1.04	0.922	-0.117	0.427	NoDiff
TLR9	0.002	27.235	37.235	12.976	6.014	2.588	0.935	NoDiff
TLX2	0.003	9.684	8.382	11.541	0.758	-0.4	0.844	NoDiff
TM2D1	0.712	0.058	0.053	0.064	0.924	-0.114	0.653	NoDiff
TM4SF19-AS1	0.005	6.284	7.372	4.732	1.578	0.658	0.719	NoDiff
TMA7	12.85	0.085	0.088	0.08	1.111	0.152	0.02	NoDiff
TMBIM1	0.172	0.625	0.569	0.705	0.824	-0.28	0.332	NoDiff
TMCC1	0.048	0.343	0.385	0.284	1.186	0.246	0.673	NoDiff
TMCC1-AS1	0.095	0.443	0.59	0.234	2.28	1.189	0.819	NoDiff
TMCC2	0.003	9.946	11.724	7.412	1.428	0.514	0.749	NoDiff
TMCO1	1.964	0.221	0.217	0.227	0.963	-0.055	0.005	NoDiff
TMCO4	0.072	0.279	0.257	0.312	0.847	-0.239	0.673	NoDiff
TMED5	0.83	0.197	0.227	0.155	1.492	0.577	0.492	NoDiff
TMEM108	0.008	3.022	2.686	3.501	0.675	-0.566	0.774	NoDiff
TMEM110	0.083	0.299	0.242	0.381	0.653	-0.614	0.658	NoDiff
TMEM110-MUSTN1	0.001	15.118	12.805	18.418	0.567	-0.819	0.814	NoDiff
TMEM115	0.201	0.065	0.049	0.087	0.526	-0.927	0.804	NoDiff
TMEM127	0.213	0.107	0.08	0.145	0.585	-0.773	0.729	NoDiff
TMEM128	0.325	0.056	0.037	0.084	0.456	-1.133	0.784	NoDiff
TMEM129	0.244	0.5	0.581	0.383	1.515	0.599	0.518	NoDiff
TMEM131	0.339	0.286	0.263	0.318	0.849	-0.236	0.337	NoDiff
TMEM150A	0.118	0.414	0.51	0.277	1.76	0.816	0.658	NoDiff
TMEM150C	0.002	10.974	11.648	10.012	1.288	0.366	0.874	NoDiff
TMEM156	0.742	0.714	0.647	0.809	0.8	-0.321	0.055	NoDiff
TMEM163	0.009	21.645	13.848	32.762	0.414	-1.272	0.824	NoDiff
TMEM165	1.382	0.09	0.1	0.075	1.326	0.407	0.357	NoDiff
TMEM167B	0.408	0.106	0.099	0.115	0.86	-0.217	0.558	NoDiff
TMEM169	0.009	3.453	4.318	2.22	2.187	1.129	0.819	NoDiff
TMEM17	0.012	3.357	2.409	4.708	0.466	-1.103	0.764	NoDiff
TMEM175	0.208	0.501	0.219	0.904	0.241	-2.051	0.985	ExcludedFromTesting
TMEM177	0.131	0.191	0.148	0.252	0.551	-0.86	0.764	NoDiff
TMEM18	0.585	0.089	0.078	0.105	0.689	-0.538	0.513	NoDiff
TMEM182	0.02	1.099	0.53	1.91	0.332	-1.59	0.869	NoDiff
TMEM183A	1.087	0.081	0.116	0.029	3.782	1.919	0.975	GM12878+
TMEM185B	0.106	0.238	0.104	0.428	0.271	-1.884	0.915	NoDiff
TMEM198	0.012	2.628	4.043	0.611	6.546	2.711	0.91	NoDiff
TMEM201	0.03	1.708	2.369	0.767	3.03	1.599	0.794	NoDiff
TMEM206	0.171	0.135	0.138	0.132	0.979	-0.031	0.709	NoDiff
TMEM214	0.354	0.307	0.327	0.278	1.194	0.256	0.392	NoDiff
TMEM222	0.29	0.07	0.088	0.045	1.882	0.912	0.809	NoDiff
TMEM234	0.142	0.215	0.208	0.224	0.853	-0.23	0.648	NoDiff
TMEM237	0.071	1.024	1.146	0.851	1.46	0.546	0.558	NoDiff
TMEM240	0.001	24.82	10.903	44.665	0.247	-2.019	0.854	ExcludedFromTesting
TMEM33	0.408	0.129	0.13	0.127	1.026	0.037	0.412	NoDiff
TMEM37	0.023	16.854	15.999	18.074	0.886	-0.175	0.266	NoDiff
TMEM39A	0.225	0.489	0.447	0.549	0.832	-0.265	0.377	NoDiff
TMEM39B	0.231	0.115	0.1	0.137	0.737	-0.441	0.673	NoDiff
TMEM40	0.003	29.302	7.016	61.081	0.114	-3.131	0.884	NoDiff
TMEM41A	0.65	0.682	0.648	0.73	0.886	-0.175	0.04	NoDiff
TMEM42	0.3	0.155	0.137	0.181	0.756	-0.403	0.548	NoDiff
TMEM43	0.162	0.197	0.27	0.093	3.229	1.691	0.819	NoDiff
TMEM44	0.043	1.286	1.509	0.966	1.45	0.536	0.638	NoDiff
TMEM44-AS1	0.106	0.279	0.312	0.232	1.254	0.326	0.759	NoDiff
TMEM45A	0.15	1.319	1.519	1.033	1.481	0.567	0.487	ExcludedFromTesting
TMEM50A	2.288	0.067	0.07	0.061	1.155	0.208	0.116	NoDiff
TMEM51	0.04	10.231	5.366	17.168	0.315	-1.665	0.945	ExcludedFromTesting
TMEM52	0.003	25.984	33.402	15.408	2.263	1.178	0.719	NoDiff
TMEM53	0.219	0.403	0.517	0.24	2.189	1.13	0.784	NoDiff
TMEM54	0.008	13.365	16.495	8.903	1.795	0.844	0.729	NoDiff
TMEM56-RWDD3	0.01	5.994	8.656	2.199	3.917	1.97	0.849	NoDiff
TMEM57	0.206	0.249	0.218	0.292	0.746	-0.423	0.548	NoDiff
TMEM59	3.929	0.372	0.34	0.417	0.816	-0.293	0.015	ExcludedFromTesting
TMEM61	0.003	49.837	66.442	26.162	3.132	1.647	0.849	NoDiff
TMEM63A	0.17	0.615	0.772	0.391	1.999	0.999	0.729	NoDiff
TMEM69	0.42	0.167	0.162	0.173	0.953	-0.069	0.342	NoDiff
TMEM79	0.045	0.463	0.449	0.482	1.112	0.154	0.779	NoDiff
TMEM81	0.005	5.333	5.393	5.247	1.039	0.055	0.749	NoDiff
TMEM87B	0.117	0.208	0.158	0.279	0.58	-0.785	0.734	NoDiff
TMEM9	0.246	0.181	0.143	0.234	0.595	-0.75	0.693	NoDiff
TMF1	0.488	0.196	0.176	0.224	0.766	-0.384	0.372	NoDiff
TMIGD3	0.003	14.241	18.106	8.73	1.897	0.924	0.814	NoDiff
TMOD4	0.002	13.661	14.247	12.824	1.162	0.217	0.754	NoDiff
TMPPE	0.005	6.112	6.647	5.348	1.299	0.377	0.749	NoDiff
TMSB10	82.746	0.262	0.26	0.266	0.974	-0.038	0	NoDiff
TNFAIP6	0.02	23.107	17.861	30.588	0.582	-0.781	0.653	NoDiff
TNFAIP8L2	0.178	0.601	0.838	0.261	3.257	1.704	0.965	GM12878+
TNFRSF14	1.881	0.35	0.324	0.388	0.834	-0.262	0	NoDiff
TNFRSF18	0.097	26.737	31.457	20.006	1.587	0.667	0.683	NoDiff
TNFRSF1B	0.525	0.813	0.826	0.793	1.039	0.056	0.015	NoDiff
TNFRSF25	0.003	19.444	18.4	20.933	0.873	-0.196	0.915	ExcludedFromTesting
TNFRSF4	0.044	11.948	14.67	8.067	1.849	0.887	0.794	NoDiff
TNFRSF8	0.187	2.264	2.786	1.519	1.832	0.874	0.92	NoDiff
TNFRSF9	0.027	36.306	51.624	14.465	3.513	1.813	1	GM12878+
TNFSF10	0.323	2.481	2.875	1.919	1.492	0.577	0.482	NoDiff
TNFSF4	0.061	16.879	17.631	15.806	1.111	0.152	0.251	NoDiff
TNIK	0.697	0.439	0.528	0.312	1.672	0.742	0.769	NoDiff
TNIP2	1.085	0.458	0.519	0.371	1.408	0.494	0.296	NoDiff
TNK2	0.115	0.258	0.143	0.422	0.357	-1.485	0.804	NoDiff
TNK2-AS1	0.011	3.38	3.164	3.688	0.972	-0.041	0.729	NoDiff
TNN	0.02	2.985	3.891	1.693	2.204	1.14	0.769	NoDiff
TNNC1	0.008	3.993	5.527	1.805	3.326	1.734	0.834	NoDiff
TNNI1	0.008	778.572	1113.577	300.892	3.7	1.888	0.92	NoDiff
TNNT2	0.004	385.159	637.573	25.246	27.635	4.788	0.975	GM12878+
TNS1	0.002	47.09	68.095	17.14	6.246	2.643	0.874	NoDiff
TOE1	0.149	0.208	0.155	0.283	0.595	-0.748	0.678	NoDiff
TOMM20	2.865	0.063	0.065	0.061	1.061	0.086	0.08	NoDiff
TOMM40L	0.07	0.355	0.468	0.193	2.34	1.227	0.784	NoDiff
TOMM70A	0.273	0.083	0.069	0.104	0.648	-0.627	0.668	NoDiff
TOP2B	0.289	0.152	0.146	0.162	0.93	-0.105	0.673	NoDiff
TOPBP1	0.131	0.375	0.409	0.325	1.202	0.266	0.533	NoDiff
TOR1AIP1	0.155	0.13	0.106	0.164	0.647	-0.628	0.739	NoDiff
TOR1AIP2	0.343	0.293	0.27	0.326	0.84	-0.251	0.246	NoDiff
TOR3A	0.981	0.325	0.32	0.333	0.963	-0.054	0	NoDiff
TP53BP2	0.026	1.168	1.602	0.549	2.611	1.385	0.804	NoDiff
TP53I3	0.346	0.725	0.846	0.552	1.523	0.607	0.528	NoDiff
TP63	0.028	3.881	2.825	5.387	0.52	-0.944	0.714	NoDiff
TP73	0.078	0.732	0.343	1.287	0.3	-1.738	0.935	NoDiff
TP73-AS1	0.052	0.349	0.339	0.362	1.163	0.217	0.704	NoDiff
TPM3	3.654	0.15	0.165	0.128	1.285	0.362	0.02	NoDiff
TPO	0.005	907.987	1441.162	147.74	7.835	2.97	0.955	GM12878+
TPR	1.233	0.107	0.106	0.109	0.932	-0.102	0.085	NoDiff
TPRA1	0.294	0.117	0.121	0.11	1.085	0.117	0.608	NoDiff
TPRG1	0.237	5.826	6.381	5.034	1.262	0.336	0.06	NoDiff
TPRG1L	0.139	0.209	0.095	0.372	0.256	-1.965	0.915	NoDiff
TPRKB	0.957	0.095	0.095	0.095	0.999	-0.002	0.256	NoDiff
TRA2B	1.534	0.08	0.092	0.064	1.458	0.544	0.442	NoDiff
TRABD2A	0.025	2.431	2.356	2.537	0.893	-0.163	0.719	NoDiff
TRAF3IP1	0.098	0.376	0.517	0.175	2.635	1.398	0.794	NoDiff
TRAF3IP3	3.537	0.543	0.534	0.555	0.96	-0.059	0	NoDiff
TRAF5	0.228	0.559	0.676	0.394	1.734	0.794	0.693	NoDiff
TRAIP	0.012	1.42	1.786	0.898	1.845	0.883	0.834	NoDiff
TRAK1	0.192	0.252	0.174	0.364	0.473	-1.081	0.729	NoDiff
TRAK2	0.065	0.702	0.783	0.587	1.423	0.509	0.648	NoDiff
TRANK1	0.088	0.664	0.482	0.924	0.525	-0.93	0.714	NoDiff
TRAPPC12	0.289	0.113	0.108	0.121	0.998	-0.003	0.623	NoDiff
TRAPPC12-AS1	0.009	7.939	1.429	17.222	0.088	-3.51	0.97	ExcludedFromTesting
TRAPPC3	1.747	0.037	0.041	0.031	1.276	0.351	0.518	NoDiff
TRAT1	0.005	54.902	83.541	14.065	5.698	2.51	0.93	NoDiff
TRIB2	0.041	3.669	1.506	6.754	0.204	-2.296	0.965	ExcludedFromTesting
