GeneName	MeanOverall	Mean1	Mean2	MeanFC	MeanLog2FC	ProbDiffMean	ResultDiffMean
TAF1A-AS1	0.067	0.069	0.064	1.083	0.115	0.02	NoDiff
TAF1B	0.145	0.152	0.135	1.125	0.17	0	NoDiff
TAF5L	0.062	0.055	0.072	0.757	-0.401	0.136	NoDiff
TAGLN2	2.887	2.522	3.407	0.74	-0.434	0	NoDiff
TAGLN3	0.003	0.003	0.002	1.255	0.328	0.317	NoDiff
TAMM41	0.122	0.107	0.144	0.743	-0.428	0.04	NoDiff
TANC1	0.011	0.008	0.015	0.543	-0.881	0.874	NoDiff
TANK	1.141	1.242	0.996	1.241	0.311	0	NoDiff
TAPT1	0.041	0.049	0.03	1.614	0.691	0.754	NoDiff
TAPT1-AS1	0.004	0.004	0.004	1.089	0.123	0.261	NoDiff
TARBP1	0.212	0.203	0.225	0.91	-0.136	0	NoDiff
TARDBP	0.533	0.49	0.594	0.819	-0.288	0	NoDiff
TARS2	0.191	0.19	0.194	0.978	-0.033	0	NoDiff
TAS1R1	0.003	0.003	0.002	1.793	0.842	0.618	NoDiff
TAS1R3	0.003	0.004	0.002	2.354	1.235	0.859	NoDiff
TATDN2	0.063	0.058	0.07	0.836	-0.259	0.101	NoDiff
TATDN3	0.311	0.346	0.26	1.334	0.416	0	NoDiff
TBC1D1	0.542	0.602	0.456	1.323	0.403	0	NoDiff
TBC1D14	0.139	0.146	0.129	1.125	0.17	0	NoDiff
TBC1D19	0.024	0.029	0.017	1.702	0.767	0.829	NoDiff
TBC1D23	0.128	0.139	0.113	1.236	0.305	0.09	NoDiff
TBC1D5	0.207	0.205	0.21	0.984	-0.023	0	NoDiff
TBC1D8	0.009	0.013	0.002	7.775	2.959	1	GM12878+
TBCCD1	0.047	0.048	0.046	1.05	0.071	0.101	NoDiff
TBCE	0.102	0.102	0.102	0.99	-0.015	0.045	NoDiff
TBCK	0.08	0.085	0.073	1.171	0.228	0.035	NoDiff
TBL1XR1	0.495	0.475	0.523	0.906	-0.142	0	NoDiff
TBX15	0.006	0.007	0.003	2.18	1.124	0.899	NoDiff
TBX19	0.019	0.023	0.014	1.679	0.748	0.774	NoDiff
TCAIM	0.178	0.182	0.172	1.054	0.076	0	NoDiff
TCEANC2	0.101	0.097	0.106	0.924	-0.114	0.075	NoDiff
TCEB3	0.686	0.616	0.785	0.785	-0.35	0	NoDiff
TCEB3-AS1	0.121	0.137	0.098	1.406	0.491	0.151	NoDiff
TCF7L1	0.001	0.001	0.002	0.269	-1.895	1	GM18502+
TCHH	0.003	0.003	0.002	1.281	0.357	0.487	NoDiff
TCTA	0.375	0.359	0.399	0.9	-0.152	0	NoDiff
TCTEX1D2	0.344	0.292	0.419	0.694	-0.526	0.196	NoDiff
TCTEX1D4	0.004	0.004	0.004	1.026	0.038	0.201	NoDiff
TDRKH	0.015	0.013	0.018	0.745	-0.424	0.271	NoDiff
TEC	0.066	0.065	0.068	0.958	-0.062	0	NoDiff
TEKT4	0.005	0.005	0.003	1.522	0.606	0.538	NoDiff
TERC	0.003	0.003	0.003	0.972	-0.041	0.312	NoDiff
TESK2	0.079	0.08	0.077	1.048	0.067	0.07	NoDiff
TET2	0.179	0.159	0.207	0.767	-0.384	0.01	NoDiff
TET3	0.038	0.031	0.048	0.652	-0.617	0.568	NoDiff
TEX261	0.249	0.231	0.275	0.843	-0.246	0	NoDiff
TEX264	1.188	1.267	1.074	1.177	0.236	0	NoDiff
TEX35	0.003	0.003	0.002	1.071	0.1	0.276	NoDiff
TF	0.002	0.002	0.002	1.088	0.122	0.307	NoDiff
TFAP2E	0.006	0.006	0.004	1.335	0.417	0.437	NoDiff
TFB2M	0.242	0.232	0.256	0.909	-0.138	0	NoDiff
TFCP2L1	0.007	0.009	0.003	3.245	1.698	0.894	NoDiff
TFDP2	0.531	0.524	0.541	0.965	-0.052	0	NoDiff
TFG	1.158	1.299	0.957	1.359	0.443	0	NoDiff
TFRC	0.534	0.445	0.659	0.674	-0.568	0.387	NoDiff
TGFBR2	0.006	0.006	0.007	0.807	-0.31	0.236	NoDiff
TGFBR3	0.028	0.019	0.042	0.446	-1.164	0.965	GM18502+
TGFBRAP1	0.101	0.082	0.129	0.634	-0.659	0.754	NoDiff
TGOLN2	0.967	0.99	0.935	1.063	0.088	0	NoDiff
THADA	0.112	0.111	0.114	0.973	-0.04	0.196	NoDiff
THAP3	0.241	0.242	0.239	1.007	0.01	0	NoDiff
THAP4	0.43	0.414	0.451	0.916	-0.127	0	NoDiff
THAP6	0.168	0.181	0.149	1.22	0.287	0	NoDiff
THAP9	0.016	0.015	0.017	0.905	-0.144	0.025	NoDiff
THAP9-AS1	0.067	0.057	0.081	0.706	-0.502	0.266	NoDiff
THBS3	0.015	0.015	0.015	0.971	-0.043	0.025	NoDiff
THEM4	0.286	0.304	0.26	1.173	0.23	0	NoDiff
THEMIS2	0.941	1.038	0.802	1.293	0.371	0	NoDiff
THNSL2	0.003	0.004	0.002	1.906	0.93	0.739	NoDiff
THOC7	2.287	2.057	2.615	0.786	-0.347	0	NoDiff
THRAP3	2.745	2.837	2.612	1.084	0.117	0	NoDiff
THUMPD2	0.143	0.116	0.181	0.642	-0.64	0.749	NoDiff
THUMPD3	0.331	0.287	0.395	0.723	-0.468	0.01	NoDiff
THUMPD3-AS1	1.489	1.537	1.421	1.083	0.115	0	NoDiff
TIA1	0.278	0.271	0.289	0.939	-0.091	0	NoDiff
TIE1	0.006	0.007	0.005	1.505	0.589	0.513	NoDiff
TIFA	1.832	2.223	1.274	1.755	0.811	1	GM12878+
TIGD1	0.031	0.025	0.039	0.656	-0.609	0.598	NoDiff
TIGD2	0.033	0.04	0.024	1.618	0.694	0.719	NoDiff
TIGIT	0.054	0.053	0.055	0.964	-0.052	0.126	NoDiff
TIMM17A	1.566	1.586	1.537	1.027	0.039	0	NoDiff
TIMMDC1	0.777	0.759	0.804	0.936	-0.095	0	NoDiff
TIPARP	0.214	0.255	0.154	1.648	0.721	0.97	GM12878+
TIPARP-AS1	0.013	0.014	0.012	1.178	0.237	0.156	NoDiff
TIPRL	0.949	0.952	0.945	1.01	0.015	0	NoDiff
TKT	2.407	1.784	3.297	0.538	-0.895	1	GM18502+
TLK1	1.306	1.45	1.1	1.315	0.395	0	NoDiff
TLR1	0.155	0.154	0.156	0.983	-0.025	0	NoDiff
TLR10	0.604	0.555	0.674	0.824	-0.279	0	NoDiff
TLR6	0.095	0.111	0.072	1.554	0.636	0.678	NoDiff
TLR9	0.002	0.003	0.002	1.227	0.295	0.523	NoDiff
TLX2	0.003	0.004	0.002	2.324	1.217	0.884	NoDiff
TM2D1	0.712	0.744	0.666	1.117	0.16	0	NoDiff
TM4SF19-AS1	0.005	0.005	0.006	0.924	-0.114	0.156	NoDiff
TMA7	12.85	11.869	14.249	0.83	-0.269	0	NoDiff
TMBIM1	0.172	0.171	0.172	0.989	-0.016	0	NoDiff
TMCC1	0.048	0.053	0.042	1.268	0.342	0.065	NoDiff
TMCC1-AS1	0.095	0.1	0.087	1.145	0.195	0.181	NoDiff
TMCC2	0.003	0.003	0.003	0.869	-0.203	0.281	NoDiff
TMCO1	1.964	2.227	1.588	1.395	0.481	0	NoDiff
TMCO4	0.072	0.085	0.055	1.539	0.622	0.698	NoDiff
TMED5	0.83	0.954	0.653	1.465	0.551	0.201	NoDiff
TMEM108	0.008	0.01	0.006	1.707	0.771	0.693	NoDiff
TMEM110	0.083	0.09	0.074	1.22	0.287	0.065	NoDiff
TMEM110-MUSTN1	0.001	0.001	0.002	0.627	-0.672	0.668	NoDiff
TMEM115	0.201	0.209	0.191	1.095	0.131	0	NoDiff
TMEM127	0.213	0.231	0.186	1.25	0.321	0	NoDiff
TMEM128	0.325	0.31	0.346	0.889	-0.17	0	NoDiff
TMEM129	0.244	0.248	0.238	1.041	0.058	0	NoDiff
TMEM131	0.339	0.339	0.339	1.002	0.003	0	NoDiff
TMEM150A	0.118	0.127	0.104	1.228	0.297	0.045	NoDiff
TMEM150C	0.002	0.002	0.002	1.155	0.207	0.337	NoDiff
TMEM156	0.742	0.871	0.559	1.56	0.641	0.899	NoDiff
TMEM163	0.009	0.011	0.007	1.774	0.827	0.749	NoDiff
TMEM165	1.382	1.491	1.227	1.213	0.279	0	NoDiff
TMEM167B	0.408	0.441	0.361	1.213	0.279	0	NoDiff
TMEM169	0.009	0.006	0.012	0.528	-0.922	0.844	NoDiff
TMEM17	0.012	0.013	0.01	1.307	0.386	0.241	NoDiff
TMEM175	0.208	0.25	0.148	1.686	0.754	0.98	GM12878+
TMEM177	0.131	0.117	0.152	0.769	-0.379	0.131	NoDiff
TMEM18	0.585	0.547	0.639	0.855	-0.225	0	NoDiff
TMEM182	0.02	0.023	0.016	1.446	0.532	0.412	NoDiff
TMEM183A	1.087	1.068	1.114	0.956	-0.065	0	NoDiff
TMEM185B	0.106	0.097	0.118	0.818	-0.29	0.03	NoDiff
TMEM198	0.012	0.01	0.016	0.622	-0.686	0.588	NoDiff
TMEM201	0.03	0.02	0.046	0.435	-1.201	0.945	NoDiff
TMEM206	0.171	0.197	0.134	1.461	0.547	0.347	NoDiff
TMEM214	0.354	0.408	0.278	1.469	0.554	0.286	NoDiff
TMEM222	0.29	0.279	0.304	0.919	-0.122	0	NoDiff
TMEM234	0.142	0.143	0.14	1.023	0.033	0	NoDiff
TMEM237	0.071	0.066	0.078	0.855	-0.226	0.055	NoDiff
TMEM240	0.001	0.001	0.002	0.334	-1.582	0.98	GM18502+
TMEM33	0.408	0.384	0.442	0.868	-0.205	0	NoDiff
TMEM37	0.023	0.024	0.022	1.098	0.135	0.005	NoDiff
TMEM39A	0.225	0.264	0.171	1.544	0.627	0.693	NoDiff
TMEM39B	0.231	0.223	0.242	0.917	-0.125	0	NoDiff
TMEM40	0.003	0.003	0.003	1.193	0.255	0.317	NoDiff
TMEM41A	0.65	0.677	0.611	1.109	0.149	0	NoDiff
TMEM42	0.3	0.32	0.271	1.177	0.235	0	NoDiff
TMEM43	0.162	0.14	0.193	0.731	-0.451	0.045	NoDiff
TMEM44	0.043	0.038	0.049	0.787	-0.346	0.111	NoDiff
TMEM44-AS1	0.106	0.117	0.092	1.282	0.358	0.131	NoDiff
TMEM45A	0.15	0.09	0.237	0.375	-1.417	1	GM18502+
TMEM50A	2.288	2.268	2.317	0.979	-0.031	0	NoDiff
TMEM51	0.04	0.061	0.011	5.589	2.483	0.99	GM12878+
TMEM52	0.003	0.003	0.003	1.077	0.107	0.312	NoDiff
TMEM53	0.219	0.189	0.261	0.72	-0.474	0.05	NoDiff
TMEM54	0.008	0.007	0.009	0.773	-0.372	0.266	NoDiff
TMEM56-RWDD3	0.01	0.011	0.009	1.188	0.248	0.111	NoDiff
TMEM57	0.206	0.228	0.175	1.307	0.386	0	NoDiff
TMEM59	3.929	4.689	2.845	1.644	0.717	1	GM12878+
TMEM61	0.003	0.003	0.003	0.992	-0.012	0.271	NoDiff
TMEM63A	0.17	0.199	0.129	1.534	0.618	0.623	NoDiff
TMEM69	0.42	0.364	0.501	0.728	-0.458	0.005	NoDiff
TMEM79	0.045	0.042	0.048	0.88	-0.185	0.02	NoDiff
TMEM81	0.005	0.005	0.004	1.215	0.281	0.261	NoDiff
TMEM87B	0.117	0.111	0.126	0.879	-0.186	0.07	NoDiff
TMEM9	0.246	0.254	0.235	1.078	0.109	0	NoDiff
TMF1	0.488	0.534	0.422	1.269	0.343	0	NoDiff
TMIGD3	0.003	0.002	0.003	0.724	-0.466	0.447	NoDiff
TMOD4	0.002	0.002	0.002	1.314	0.394	0.382	NoDiff
TMPPE	0.005	0.006	0.005	1.122	0.166	0.246	NoDiff
TMSB10	82.746	79.861	86.86	0.923	-0.116	0	NoDiff
TNFAIP6	0.02	0.025	0.013	1.849	0.886	0.869	NoDiff
TNFAIP8L2	0.178	0.141	0.232	0.61	-0.714	0.945	NoDiff
TNFRSF14	1.881	2.076	1.604	1.29	0.368	0	NoDiff
TNFRSF18	0.097	0.094	0.1	0.96	-0.059	0.09	NoDiff
TNFRSF1B	0.525	0.451	0.632	0.717	-0.48	0.015	NoDiff
TNFRSF25	0.003	0.004	0	12.015	3.587	1	GM12878+
TNFRSF4	0.044	0.042	0.048	0.87	-0.201	0.07	NoDiff
TNFRSF8	0.187	0.151	0.237	0.634	-0.657	0.784	NoDiff
TNFRSF9	0.027	0.023	0.033	0.696	-0.523	0.392	NoDiff
TNFSF10	0.323	0.31	0.343	0.899	-0.154	0	NoDiff
TNFSF4	0.061	0.071	0.048	1.507	0.591	0.558	NoDiff
TNIK	0.697	0.636	0.783	0.811	-0.302	0	NoDiff
TNIP2	1.085	0.922	1.317	0.697	-0.52	0.025	NoDiff
TNK2	0.115	0.129	0.096	1.348	0.431	0.07	NoDiff
TNK2-AS1	0.011	0.012	0.008	1.397	0.483	0.407	NoDiff
TNN	0.02	0.021	0.018	1.144	0.194	0.04	NoDiff
TNNC1	0.008	0.008	0.009	0.914	-0.129	0.08	NoDiff
TNNI1	0.008	0.01	0.005	1.88	0.911	0.749	NoDiff
TNNT2	0.004	0.005	0.002	3.125	1.644	0.95	NoDiff
TNS1	0.002	0.003	0.002	1.339	0.421	0.447	NoDiff
TOE1	0.149	0.129	0.176	0.736	-0.442	0.04	NoDiff
TOMM20	2.865	2.647	3.175	0.837	-0.256	0	NoDiff
TOMM40L	0.07	0.064	0.078	0.822	-0.282	0.04	NoDiff
TOMM70A	0.273	0.271	0.275	0.986	-0.02	0	NoDiff
TOP2B	0.289	0.312	0.255	1.222	0.29	0	NoDiff
TOPBP1	0.131	0.111	0.16	0.688	-0.54	0.327	NoDiff
TOR1AIP1	0.155	0.158	0.152	1.041	0.058	0	NoDiff
TOR1AIP2	0.343	0.347	0.338	1.023	0.033	0	NoDiff
TOR3A	0.981	1.08	0.84	1.285	0.362	0	NoDiff
TP53BP2	0.026	0.025	0.028	0.877	-0.189	0.02	NoDiff
TP53I3	0.346	0.337	0.359	0.942	-0.086	0	NoDiff
TP63	0.028	0.029	0.026	1.116	0.159	0.005	NoDiff
TP73	0.078	0.086	0.066	1.291	0.368	0.09	NoDiff
TP73-AS1	0.052	0.05	0.054	0.924	-0.113	0.02	NoDiff
TPM3	3.654	3.264	4.211	0.773	-0.371	0	NoDiff
TPO	0.005	0.006	0.002	2.318	1.213	0.754	NoDiff
TPR	1.233	1.166	1.328	0.873	-0.197	0	NoDiff
TPRA1	0.294	0.286	0.305	0.942	-0.086	0	NoDiff
TPRG1	0.237	0.249	0.219	1.14	0.189	0	NoDiff
TPRG1L	0.139	0.147	0.128	1.15	0.201	0	NoDiff
TPRKB	0.957	0.884	1.06	0.834	-0.262	0	NoDiff
TRA2B	1.534	1.349	1.798	0.75	-0.415	0	NoDiff
TRABD2A	0.025	0.025	0.025	0.99	-0.014	0.005	NoDiff
TRAF3IP1	0.098	0.104	0.09	1.137	0.185	0.04	NoDiff
TRAF3IP3	3.537	3.881	3.048	1.277	0.353	0	NoDiff
TRAF5	0.228	0.201	0.266	0.753	-0.408	0.005	NoDiff
TRAIP	0.012	0.011	0.014	0.799	-0.325	0.191	NoDiff
TRAK1	0.192	0.174	0.217	0.799	-0.324	0	NoDiff
TRAK2	0.065	0.066	0.063	1.022	0.031	0.151	NoDiff
TRANK1	0.088	0.101	0.068	1.468	0.554	0.503	NoDiff
TRAPPC12	0.289	0.326	0.236	1.381	0.466	0.02	NoDiff
TRAPPC12-AS1	0.009	0.014	0.003	5.247	2.392	1	GM12878+
TRAPPC3	1.747	1.78	1.7	1.048	0.068	0	NoDiff
TRAT1	0.005	0.004	0.006	0.713	-0.488	0.417	NoDiff
TRIB2	0.041	0.054	0.024	2.284	1.191	0.975	GM12878+
TRIM11	0.188	0.177	0.205	0.863	-0.212	0	NoDiff
TRIM33	0.267	0.266	0.269	0.986	-0.02	0	NoDiff
TRIM43	0.001	0	0.002	0.205	-2.286	1	GM18502+
TRIM45	0.003	0.003	0.003	0.859	-0.22	0.281	NoDiff
TRIM46	0.004	0.003	0.007	0.378	-1.402	0.96	GM18502+
TRIM59	0.119	0.109	0.134	0.804	-0.314	0.06	NoDiff
TRIM62	0.021	0.022	0.02	1.121	0.164	0.005	NoDiff
TRIM71	0.001	0.001	0.002	0.376	-1.412	1	GM18502+
TRIP12	0.375	0.363	0.392	0.929	-0.106	0	NoDiff
TRIT1	0.137	0.113	0.171	0.659	-0.602	0.573	NoDiff
TRMT10A	0.096	0.088	0.107	0.826	-0.275	0.101	NoDiff
TRMT10C	0.676	0.55	0.855	0.645	-0.633	0.899	NoDiff
TRMT13	0.269	0.262	0.279	0.935	-0.097	0	NoDiff
TRMT1L	0.159	0.173	0.139	1.247	0.318	0	NoDiff
TRMT44	0.045	0.037	0.056	0.662	-0.595	0.548	NoDiff
TRMT61B	0.14	0.131	0.154	0.85	-0.235	0	NoDiff
TRNAU1AP	0.415	0.402	0.433	0.921	-0.118	0	NoDiff
TRNT1	0.301	0.308	0.291	1.054	0.076	0	NoDiff
TROVE2	0.7	0.73	0.658	1.115	0.158	0	NoDiff
TRPC1	0.002	0.002	0.002	1.018	0.026	0.211	NoDiff
TSACC	0.008	0.009	0.006	1.469	0.555	0.467	NoDiff
TSC22D2	0.091	0.09	0.093	0.966	-0.05	0.101	NoDiff
TSEN15	0.433	0.507	0.328	1.542	0.625	0.794	NoDiff
TSEN2	0.086	0.082	0.092	0.898	-0.155	0.075	NoDiff
TSGA10	0.102	0.122	0.073	1.676	0.745	0.96	GM12878+
TSN	0.543	0.538	0.551	0.982	-0.027	0	NoDiff
TSNAX	0.434	0.46	0.396	1.167	0.223	0	NoDiff
TSNAX-DISC1	0.002	0.002	0.002	1.068	0.094	0.382	NoDiff
TSPAN1	0.008	0.008	0.008	1.034	0.049	0.161	NoDiff
TSPAN5	0.006	0.006	0.007	0.949	-0.075	0.161	NoDiff
TSSC1	0.849	0.721	1.031	0.7	-0.515	0.035	NoDiff
TSSK3	0.004	0.003	0.005	0.757	-0.402	0.407	NoDiff
TSTD1	1.599	1.688	1.473	1.146	0.197	0	NoDiff
TTC13	0.063	0.064	0.062	1.018	0.026	0.055	NoDiff
TTC14	0.713	0.8	0.587	1.373	0.457	0.005	NoDiff
TTC21A	0.033	0.035	0.031	1.141	0.191	0.01	NoDiff
TTC21B	0.037	0.039	0.033	1.173	0.23	0.035	NoDiff
TTC22	0.013	0.016	0.009	1.756	0.813	0.764	NoDiff
TTC24	0.003	0.003	0.003	0.799	-0.324	0.317	NoDiff
TTC27	0.087	0.085	0.09	0.951	-0.073	0.01	NoDiff
TTC30A	0.007	0.007	0.008	0.844	-0.245	0.176	NoDiff
TTC30B	0.014	0.016	0.012	1.359	0.443	0.286	NoDiff
TTC31	0.142	0.137	0.149	0.926	-0.11	0	NoDiff
TTC32	0.185	0.187	0.182	1.025	0.035	0	NoDiff
TTC34	0.008	0.005	0.012	0.415	-1.27	0.96	GM18502+
TTC39A	0.003	0.002	0.004	0.537	-0.898	0.714	NoDiff
TTC39A-AS1	0.002	0.002	0.002	1.241	0.312	0.382	NoDiff
TTC4	0.023	0.022	0.023	0.976	-0.035	0.005	NoDiff
TTC7A	0.132	0.132	0.13	1.017	0.024	0	NoDiff
TTF2	0.277	0.272	0.285	0.949	-0.076	0	NoDiff
TTL	0.036	0.033	0.04	0.828	-0.272	0.065	NoDiff
TTLL3	0.099	0.089	0.113	0.785	-0.349	0.171	NoDiff
TTLL4	0.048	0.044	0.054	0.818	-0.291	0.02	NoDiff
TTLL7	0.047	0.071	0.014	4.98	2.316	0.985	GM12878+
TTN	0.036	0.039	0.032	1.193	0.255	0.055	NoDiff
TTN-AS1	0.088	0.077	0.103	0.746	-0.422	0.131	NoDiff
TUBA4A	0.747	0.706	0.804	0.884	-0.178	0	NoDiff
TUFT1	0.009	0.013	0.005	2.775	1.473	0.99	GM12878+
TUSC2	1.259	1.31	1.186	1.104	0.142	0	NoDiff
TWF2	1.172	1.068	1.32	0.808	-0.307	0	NoDiff
TXK	0.038	0.04	0.036	1.15	0.202	0.005	NoDiff
TXLNA	0.361	0.36	0.361	0.997	-0.004	0	NoDiff
TXNDC12	0.795	0.893	0.657	1.361	0.445	0	NoDiff
TXNDC9	0.708	0.722	0.689	1.046	0.065	0	NoDiff
TXNIP	2.128	2.465	1.648	1.498	0.583	0.492	NoDiff
TYW3	1.225	1.148	1.334	0.86	-0.217	0	NoDiff
TYW5	0.149	0.132	0.173	0.763	-0.39	0	NoDiff
U2SURP	1.076	1.033	1.137	0.909	-0.137	0	NoDiff
U73166.2	0.007	0.006	0.008	0.73	-0.455	0.377	NoDiff
UAP1	0.49	0.597	0.338	1.768	0.822	1	GM12878+
UBA3	0.308	0.299	0.32	0.934	-0.099	0	NoDiff
UBA5	0.468	0.518	0.395	1.316	0.396	0	NoDiff
UBA6	0.314	0.353	0.259	1.371	0.455	0.03	NoDiff
UBA6-AS1	0.125	0.123	0.128	0.968	-0.047	0	NoDiff
UBA7	0.27	0.274	0.264	1.037	0.052	0	NoDiff
UBAP2L	0.349	0.321	0.389	0.824	-0.279	0	NoDiff
UBE2D3	5.932	5.864	6.028	0.972	-0.041	0	NoDiff
UBE2E1	1.822	1.805	1.846	0.979	-0.03	0	NoDiff
UBE2E1-AS1	0.001	0.001	0.003	0.286	-1.804	1	GM18502+
UBE2E2	0.745	0.771	0.71	1.088	0.122	0	NoDiff
UBE2E2-AS1	0.001	0.001	0.002	0.375	-1.415	1	GM18502+
UBE2E3	0.86	0.892	0.815	1.092	0.126	0	NoDiff
UBE2F	0.833	0.839	0.825	1.014	0.021	0	NoDiff
UBE2F-SCLY	0.002	0.002	0.002	1.049	0.069	0.402	NoDiff
UBE2J2	1.076	1.046	1.12	0.932	-0.101	0	NoDiff
UBE2K	1.375	1.334	1.435	0.933	-0.099	0	NoDiff
UBE2Q1	0.415	0.331	0.534	0.62	-0.69	0.985	GM18502+
UBE2T	0.222	0.207	0.244	0.845	-0.243	0	NoDiff
UBE4B	0.191	0.177	0.211	0.844	-0.245	0	NoDiff
UBIAD1	0.251	0.232	0.279	0.832	-0.266	0	NoDiff
UBP1	0.153	0.14	0.171	0.809	-0.305	0	NoDiff
UBQLN4	0.124	0.126	0.121	1.045	0.063	0	NoDiff
UBR3	0.084	0.094	0.07	1.337	0.419	0.09	NoDiff
UBR4	0.221	0.219	0.224	0.978	-0.032	0	NoDiff
UBXN10-AS1	0.003	0.004	0.002	1.85	0.887	0.754	NoDiff
UBXN11	0.071	0.074	0.065	1.148	0.2	0.09	NoDiff
UBXN2A	0.4	0.405	0.394	1.025	0.035	0	NoDiff
UBXN4	2.862	3.19	2.395	1.34	0.423	0	NoDiff
UBXN7	0.237	0.226	0.253	0.893	-0.163	0	NoDiff
UCHL1	0.329	0.429	0.187	2.296	1.199	1	GM12878+
UCHL5	0.453	0.446	0.464	0.966	-0.05	0	NoDiff
UCK2	0.256	0.205	0.328	0.627	-0.672	0.94	NoDiff
UCN	0.026	0.028	0.024	1.14	0.19	0.01	NoDiff
UFC1	4.484	4.894	3.9	1.255	0.328	0	NoDiff
UGDH	0.345	0.375	0.303	1.229	0.298	0	NoDiff
UGDH-AS1	0.014	0.017	0.009	1.937	0.954	0.925	NoDiff
UGGT1	0.157	0.175	0.131	1.334	0.416	0.015	NoDiff
UGP2	0.92	0.921	0.917	1.008	0.012	0	NoDiff
UGT2B17	0.156	0.006	0.37	0.015	-6.062	1	GM18502+
UGT2B7	0.004	0.004	0.003	1.107	0.146	0.367	NoDiff
UHMK1	0.485	0.478	0.495	0.963	-0.055	0	NoDiff
ULK4	0.043	0.035	0.055	0.629	-0.669	0.698	NoDiff
UMPS	0.221	0.203	0.246	0.827	-0.274	0	NoDiff
UNC50	0.598	0.682	0.477	1.433	0.52	0.065	NoDiff
UQCRC1	1.467	1.446	1.497	0.966	-0.05	0	NoDiff
UQCRH	18.748	20.002	16.961	1.174	0.232	0	NoDiff
UQCRHL	0.089	0.09	0.089	0.999	-0.001	0.05	NoDiff
URB2	0.037	0.032	0.045	0.704	-0.507	0.332	NoDiff
UROD	0.477	0.465	0.494	0.942	-0.087	0	NoDiff
USF1	0.042	0.047	0.036	1.285	0.362	0.146	NoDiff
USF3	0.111	0.115	0.106	1.078	0.109	0.075	NoDiff
USO1	0.979	1.09	0.82	1.336	0.418	0	NoDiff
USP1	0.378	0.364	0.398	0.918	-0.123	0	NoDiff
USP13	0.056	0.053	0.06	0.878	-0.188	0.09	NoDiff
USP19	0.115	0.124	0.102	1.212	0.277	0.111	NoDiff
USP21	0.03	0.034	0.025	1.336	0.418	0.166	NoDiff
USP24	0.075	0.073	0.078	0.937	-0.094	0	NoDiff
USP33	0.207	0.21	0.204	1.023	0.032	0	NoDiff
USP34	0.611	0.591	0.64	0.915	-0.128	0	NoDiff
USP37	0.048	0.041	0.058	0.714	-0.485	0.286	NoDiff
USP39	0.2	0.203	0.196	1.042	0.059	0	NoDiff
USP4	0.299	0.296	0.304	0.977	-0.033	0	NoDiff
USP40	0.093	0.106	0.075	1.406	0.492	0.261	NoDiff
USP46	0.127	0.127	0.127	0.998	-0.003	0.101	NoDiff
USP46-AS1	0.036	0.038	0.033	1.191	0.253	0.025	NoDiff
USP48	1.087	1.114	1.05	1.062	0.087	0	NoDiff
UTP11L	0.614	0.617	0.61	1.014	0.02	0	NoDiff
UTP3	0.391	0.42	0.349	1.205	0.269	0	NoDiff
UTS2B	0.002	0.002	0.002	1.323	0.404	0.412	NoDiff
UVSSA	0.039	0.043	0.032	1.346	0.429	0.176	NoDiff
UXS1	0.213	0.241	0.172	1.398	0.483	0.101	NoDiff
VAMP3	0.149	0.159	0.135	1.181	0.241	0	NoDiff
VAMP4	0.148	0.168	0.12	1.398	0.483	0.131	NoDiff
VAMP5	1.904	1.737	2.142	0.812	-0.301	0	NoDiff
VAMP8	4.074	3.839	4.41	0.87	-0.201	0	NoDiff
VANGL1	0.085	0.088	0.08	1.086	0.119	0.02	NoDiff
VANGL2	0.002	0.002	0.001	3.564	1.833	1	GM12878+
VASH2	0.091	0.089	0.093	0.949	-0.076	0.095	NoDiff
VAV3	0.012	0.015	0.007	2.006	1.004	0.925	NoDiff
VAV3-AS1	0.002	0.002	0.002	0.822	-0.283	0.472	NoDiff
VCAM1	0.012	0.014	0.01	1.327	0.408	0.286	NoDiff
VGLL4	0.376	0.294	0.494	0.591	-0.759	1	GM18502+
VHL	0.323	0.31	0.341	0.91	-0.137	0	NoDiff
VIL1	0.003	0.003	0.002	1.165	0.22	0.377	NoDiff
VILL	0.054	0.053	0.057	0.921	-0.119	0.025	NoDiff
VPRBP	0.079	0.08	0.077	1.039	0.056	0.095	NoDiff
VPS13D	0.048	0.051	0.043	1.194	0.256	0.095	NoDiff
VPS45	0.111	0.113	0.109	1.036	0.051	0	NoDiff
VPS54	0.071	0.073	0.068	1.072	0.1	0.03	NoDiff
VPS72	0.38	0.397	0.354	1.123	0.167	0	NoDiff
VPS8	0.138	0.156	0.111	1.399	0.484	0.136	NoDiff
VRK2	0.38	0.42	0.323	1.297	0.376	0	NoDiff
VSIG8	0.001	0.001	0.002	0.462	-1.116	0.925	NoDiff
VSNL1	0.001	0.001	0.002	0.443	-1.174	0.905	NoDiff
VWA1	0.011	0.012	0.009	1.29	0.367	0.251	NoDiff
WARS2	0.171	0.159	0.188	0.841	-0.25	0	NoDiff
WASF2	1.94	1.684	2.305	0.729	-0.456	0	NoDiff
WBP1	0.061	0.069	0.049	1.41	0.496	0.271	NoDiff
WDFY1	0.21	0.22	0.197	1.11	0.15	0	NoDiff
WDFY3	0.002	0.002	0.002	1.475	0.561	0.503	NoDiff
WDPCP	0.035	0.039	0.029	1.362	0.445	0.261	NoDiff
WDR1	2.194	2.079	2.359	0.881	-0.182	0	NoDiff
